name,function,category,subcategory,code_url,resource_url,description,language,link_check
Ferrocarta,Using Data,Visualizations,Transit Map Aggregation,,https://ferrocarta.net/,"These pages contain a series of maps covering the passenger rail networks of Brazil, Canada, France and the United States.",EN,Looks good
Train Lookout,Using Data,Visualizations,Transit Map Aggregation,,https://trainlookout.com/,"Log, map and share your journeys by train, easily and intuitively.",EN,Behind login
Australian Rail Maps,Using Data,Visualizations,Transit Map Aggregation,,http://www.railmaps.com.au/,Everything you need to know about travelling by train and public transport in Australia - all in one website.,EN,Looks good
"Steam Engine ""IS""",Using Data,Visualizations,Transit Map Aggregation,,https://parovoz.com/maps/supermap/,,EN,Looks good
Carto.Metro,Using Data,Visualizations,Transit Map Aggregation,,https://cartometro.com/,This website contains highly precise railway maps of urban transports,EN,Looks good
Railway Stations,Using Data,Visualizations,Transit Map Aggregation,,https://map.railway-stations.org/,Railway stations in Germany,EN,Looks good
INAT,Using Data,Visualizations,Transit Map Aggregation,,https://www.inat.fr/maps/,"INAT is a Mapping and Wayfinding consultancy founded by architect Jug Cerović.
We create beautiful, efficient and intuitive maps.",EN,Looks good
Transit Maps,Using Data,Visualizations,Transit Map Aggregation,,https://transitmap.net/,"a celebration of transit maps and diagrams from around the world, whether they be real or imaginary, or from the past, future or present.",EN,Looks good
Transit Explorer,Using Data,Visualizations,Transit Map Aggregation,,https://www.thetransportpolitic.com/transitexplorer/,Fixed-guideway transit around the world.,EN,Looks good
British Railways,Using Data,Visualizations,Transit Map Aggregation,,https://www.merrittcartographic.co.uk/british_railways.html,An interactive map of Great Britain's rail network,EN,Looks good
TransitLand Map,Using Data,Visualizations,Transit Map Aggregation,,https://www.transit.land/map,Transitland brings together many sources of transit data to build a directory of operators and feeds that can be edited by transit enthusiasts and developers.,EN,Looks good
DB InfraGO,Using Data,Visualizations,Transit Map Aggregation,https://geovdbn.deutschebahn.com/pgv/public/map/isr.xhtml,,,EN,Broken
SNCF Carte interactive,Using Data,Visualizations,Transit Map Aggregation,https://www.sncf-reseau.com/fr/carte/carte-interactive-reseau-ferre-francais-0,,La carte du réseau ferré français,FR,Looks good
Project Mapping,Using Data,Visualizations,Transit Map Aggregation,https://www.projectmapping.co.uk/index.html,,Schematic maps of rail network in the UK,EN,Not sure
China Railway Map,Using Data,Visualizations,Transit Map Aggregation,,http://cnrail.geogv.org/enus/about,"An online map for the passenger railway transportation system of China, presenting station and rail information.","EN, CN, JP",Looks good
Canadian Rail Atlas,Using Data,Visualizations,Transit Map Aggregation,,https://rac.jmaponline.net/canadianrailatlas/,Canadian railway map,EN,Looks good
The Rail Map,Using Data,Visualizations,Transit Map Aggregation,,https://www.therailmap.com/,North America rail map,EN,Looks good
JR pass,Using Data,Visualizations,Transit Map Aggregation,,https://www.jrpass.com/map#,The Japan Rail Map with over 4800 stations and 23000 km of rail freedom to explore.,EN,Behind paywall
Remix,Using Data,Agency Tools,-,,http://getremix.com/,,EN,Broken
Next Train API,Using Data,Agency Tools,-,https://github.com/data-creative/next-train-api,,The Next Train API provides a JSON web service for any GTFS feed. Deploy this source code to your own Heroku server to set up an API for your own agency's feed. Let me know how it goes. I'm happy to support you!,EN,Not sure
AC Transit RestroomFinder,Using Data,Agency Tools,-,https://github.com/actransitorg/ACTransit.RestroomFinder,,"Pinpoints the nearest authorized restroom for bus operator and field staff, using GPS and on-screen map.",EN,Looks good
AC Transit Training and Education Department (TED) application,Using Data,Agency Tools,-,https://github.com/actransitorg/ACTransit.Training,,"This application supports the District's training operations for transportation and maintenance employees, primarily in the positions of Bus Operators and Heavy Duty Coach Mechanics (Apprentice and Journey), although the system supports new courses and apprenticeship programs. This repository contains a complete application and supporting databases required to run.",EN,Not sure
AC Transit Customer Relations application (CusRel),Using Data,Agency Tools,-,https://github.com/actransitorg/ACTransit.CusRel,,"Public transit ticketing system for customer issues and feedback with: inter-departmental routing with notifications, department/person assigments, simple workflow, ticket searching, pre-canned reports, daily reminders and more.",EN,Not sure
PTV Lines,Using Data,Agency Tools,-,,https://www.ptvgroup.com/en/products/ptv-lines,"PTV Lines is built specifically for public transport planners - combining powerful functionality with ease of use. Create and adjust timetables, routes, and service proposals within minutes. Streamline routine tasks and gain more time to focus on optimizing and improving public transport services.",EN,Behind paywall
TransAM,Using Data,Agency Tools,-,,https://github.com/camsys/transam_core,Core Rails engine for the TransAM open source software platform for managing transportation assets.,EN,Looks good
RidePilot,Using Data,Agency Tools,-,,https://github.com/camsys/ridepilot,A dispatching and ride coordination tool.,EN,Not sure
TNExT,Using Data,Agency Tools,-,https://github.com/ODOT-PTS/TNExT,,"The Transit Network Explorer Tool (TNExT) is a web-based software tool developed for the visualization, analysis, and reporting of regional and statewide transit networks in the state of Oregon.",EN,Not sure
Route Trends,Using Data,Agency Tools,-,,https://metrotransitmn.shinyapps.io/route-trends/,,EN,Deprecated
TBEST,Using Data,Agency Tools,-,,https://tbest.org/,"TBEST is a multi-faceted GIS-based modeling, planning and analysis software toolset which integrates socio-economic, land use, and transit network data into a unique platform for scenario-based transit ridership estimation and analysis.",EN,Looks good
RideSheet,Using Data,Agency Tools,-,,https://docs.ridesheet.org,"RideSheet is a simple and affordable tool for operating and reporting on small demand-response transportation services. It supports rural, small urban, and urban specialized services that are ready to move away from paper, whiteboards, and ad-hoc spreadsheets and toward systematic and accessible tracking tools.",EN,Looks good
MobilityData Slack chat,Using Data,Resources - Community,-,,https://share.mobilitydata.org/slack,"MobilityData's Slack is an open messaging platform about mobility data, which includes public transit (bus, subway, tram...) and shared mobility (bikeshare, scootershare, carshare). Subjects like data formats (GTFS, GBFS), software, and services are discussed.",EN,Reference source
Transit Developers mailing list,Using Data,Resources - Community,-,,https://groups.google.com/forum/#!forum/transit-developers,"This group is for software developers both inside and outside transit agencies who want to discuss reuse of transit software, open transit data, and interesting things that they've built.",EN,Looks good
OpenTripPlanner User mailing list,Using Data,Resources - Community,-,,https://groups.google.com/forum/#!forum/opentripplanner-users,"Announcements for users of OpenTripPlanner, such as new releases.",EN,Looks good
OpenTripPlanner Developers mailing list,Using Data,Resources - Community,-,,https://groups.google.com/forum/#!forum/opentripplanner-dev,"Development mailing list for OpenTripPlanner, an open-source multi-modal trip planner.",EN,Deprecated
OneBusAway Developers mailing list,Using Data,Resources - Community,-,,http://groups.google.com/group/onebusaway-developers,Resources for OneBusAway developers,EN,Looks good
OneBusAway API mailing list,Using Data,Resources - Community,-,,http://groups.google.com/group/onebusaway-api,Updates and discussions for developers using OneBusAway's application APIs.,EN,Looks good
Transit Techies NYC,Using Data,Resources - Community,Local and regional groups,,https://www.transittechies.com/,"Bringing together the technologists who love transit, and the transit enthusiasts who hack!",EN,Looks good
German Open Transport Meetup,Using Data,Resources - Community,Local and regional groups,https://github.com/transportkollektiv/meetup/wiki,,"The Open Transport Meetup connects people interested in open data and mobility, especially for the improvement of public transport.",DE,Looks good
When(ish) is my bus? Data and code,Using Data,Resources - Research and Commentary,Blog posts,https://github.com/mjskay/when-ish-is-my-bus,,"Data and code for When (ish) is My Bus? User-centered Visualizations of Uncertainty in Everyday, Mobile Predictive Systems",EN,Not sure
"Legacy AVL system? It's okay, join the club.",Using Data,Resources - Research and Commentary,Blog posts,,https://kurtraschke.com/2015/01/legacy-avl-export,"If you work with real-time transit data, you've probably heard the steadily-increasing call for data producers to release their data in open, standardized formats like GTFS-realtime and SIRI. But how do you actually make your data available in those formats?",EN,Looks good
GTFS Best Practices now available!,Using Data,Resources - Research and Commentary,Blog posts,,https://medium.com/@sjbarbeau/gtfs-best-practices-now-available-88ac67194233,A blog article by Sean Barbeau,EN,Looks good
What's new in GTFS-realtime v2.0,Using Data,Resources - Research and Commentary,Blog posts,,https://medium.com/@sjbarbeau/whats-new-in-gtfs-realtime-v2-0-cd45e6a861e9,A blog article by Sean Barbeau,EN,Looks good
"AVL, CAD, and Real-Time Passenger Info for Beginners",Using Data,Resources - Research and Commentary,Blog posts,,http://transitdata.net/avl-cad-and-real-time-passenger-info-for-beginners/,"Real-time Automated Vehicle Location (AVL) has now become a commodity product. Unfortunately, some companies are using commodity as an excuse to pass off incomplete or unsuitable products to unsuspecting buyers.",EN,Looks good
Visualizing Better Transportation: Data & Tools,Using Data,Resources - Research and Commentary,Blog posts,,https://medium.com/@stevepepple/visualizing-better-transportation-data-tools-e48b8317a21c,A blog article by Steve Pepple,EN,Looks good
How to use GTFS data to track transit vehicles in realtime,Using Data,Resources - Research and Commentary,Blog posts,,https://www.ably.io/blog/gtfs-data-track-transit-vehicles-realtime,10 realtime data sources you won't believe are free!,EN,Looks good
Tang et al. - Ridership effects of real-time bus information system,Using Data,Resources - Research and Commentary,Academic papers,,https://www.sciencedirect.com/science/article/pii/S0968090X12000022,Ridership effects of real-time bus information system: A case study in the City of Chicago,EN,Behind paywall
Kay et al. - When(ish) is my bus?,Using Data,Resources - Research and Commentary,Academic papers,,https://www.mjskay.com/papers/chi_2016_uncertain_bus.pdf,"When (ish) is My Bus? User-centered Visualizations of Uncertainty in Everyday, Mobile Predictive Systems ",EN,Looks good
Watkins et al. - Where Is My Bus?,Using Data,Resources - Research and Commentary,Academic papers,,https://www.sciencedirect.com/science/article/pii/S0965856411001030,Where Is My Bus? Impact of mobile real-time information on the perceived and actual wait time of transit riders,EN,Behind paywall
Brakewood et al. - An experiment evaluating the impacts of real-time transit information,Using Data,Resources - Research and Commentary,Academic papers,,https://www.sciencedirect.com/science/article/pii/S0965856414002146,"An experiment evaluating the impacts of real-time transit information on bus riders in Tampa, Florida",EN,Behind paywall
Brakewood et al. - The impact of real-time information on bus ridership in New York City,Using Data,Resources - Research and Commentary,Academic papers,,https://www.sciencedirect.com/science/article/pii/S0968090X15000297,The impact of real-time information on bus ridership in New York City,EN,Behind paywall
Brakewood and Watkins - A literature review of the passenger benefits,Using Data,Resources - Research and Commentary,Academic papers,,https://www.tandfonline.com/doi/full/10.1080/01441647.2018.1472147?scroll=top&needAccess=true,A literature review of the passenger benefits of real-time transit information,EN,Behind paywall
Gramacki et al. - gtfs2vec,Using Data,Resources - Research and Commentary,Academic papers,https://github.com/pwr-inf/gtfs2vec,,gtfs2vec - Learning GTFS Embeddings for comparing PublicTransport Offer in Microregions,EN,Not sure
Higgins et al. - Calculating place-based transit accessibility,Using Data,Resources - Research and Commentary,Academic papers,,https://doi.org/10.5198/jtlu.2022.2012,"Calculating place-based transit accessibility: Methods, tools and algorithmic dependence",EN,Looks good
Aemmer et al. - Measurement and classification of transit delays,Using Data,Resources - Research and Commentary,Academic papers,,https://link.springer.com/article/10.1007/s12469-022-00291-7,Measurement and classification of transit delays using GTFS-RT data,EN,Behind paywall
APTA Policy Development and Research - Public Transportation Embracing Open Data,Using Data,Resources - Research and Commentary,Government reports,,http://www.apta.com/resources/reportsandpublications/Documents/APTA-Embracing-Open-Data.pdf,List of resources,EN,Looks good
TCRP Synthesis 115 - Open Data: Challenges and Opportunities,Using Data,Resources - Research and Commentary,Government reports,,http://onlinepubs.trb.org/Onlinepubs/tcrp/tcrp_syn_115.pdf,"TRB’s Transit Cooperative Research Program (TCRP) Synthesis 115: Open Data: Challenges and Opportunities for Transit Agencies documents the current state of the practice in the use, policies, and impact of open data for improving transit planning, service quality, and treatment of customer information.",EN,Looks good
TCRP Research Report 213: Data Sharing Guidance,Using Data,Resources - Research and Commentary,Government reports,,http://www.trb.org/Main/Blurbs/180188.aspx,Data Sharing Guidance for Public Transit Agencies—Now and in the Future,EN,Looks good
TCRP G-16 Development of Transactional Data Specifications,Using Data,Resources - Research and Commentary,Government reports,,http://apps.trb.org/cmsfeed/TRBNetProjectDisplay.asp?ProjectID=4120,Development of Transactional Data Specifications for Demand-Responsive Transportation,EN,Not sure
Vendors Providing GTFS Creation/Maintenance services,Using Data,Resources - Research and Commentary,Community-maintained lists,,https://docs.google.com/spreadsheets/u/1/d/1Gc9mu4BIYC8ORpv2IbbVnT3q8VQ3xkeY7Hz068vT_GQ/pubhtml,Spreadsheet,EN,Looks good
Entities Providing Transportation Software Development Consulting Services,Using Data,Resources - Research and Commentary,Community-maintained lists,,https://docs.google.com/spreadsheets/u/1/d/1n44CNMCK1vt1nyrsdYz-KD_hYxUMNIm6Me69M6ROBIg/pubhtml,Spreadsheet,EN,Not sure
